,Table: Table_1,id,<b> NO Table FOUND </b>
"('2018-2019 ', '7/31/18 10:30 AM ', 'Student would not leave gym. Directed into hall. Would not put shoes on. Targeting staff with kicks', ' hitting and scratching. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_054,
"('2018-2019 ', '7/31/18 10:30 AM ', 'Student would not leave gym. Directed into hall. Would not put shoes on. Targeting staff with kicks', ' hitting and scratching. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_054,
"('2018-2019 ', '7/31/18 1:05 PM ', 'Given direction kicked staff', ' attempted to bite. Placed in small child hold', ' got out of hold. Directed to hallway', ' kicked support. Escorted to time out. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_054,
"('2018-2019 ', '7/31/18 1:05 PM ', 'Given direction', ' kicked staff attempted to bite. Placed in small child hold', ' he got out of the hold', ' directed to hallway. Kicked support', ' escorted to time out. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_054,
"('2018-2019 ', '8/3/18 9:30 AM ', 'Given direction', ' targeted staff with kicks and hitting. Support escorted to time out. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_054,
"('2018-2019 ', '8/9/18 10:45 AM ', 'Targeted staff grabbing', ' hitting', ' kicking and scratching. Placed in small child hold. Directed to hallway. Targeted staff', ' grabbing', ' kicking and scratching. Walked with support to timeout. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_054,
"('2018-2019 ', '8/10/18 1:10 PM ', 'Told it was time to go inside', ' refused. Support called. Ran from staff. Support escorted to time out. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_054,
"('2018-2019 ', '8/16/18 10:55 AM ', 'Grabbing staff', ' scratching', ' kicking and biting. Directed into hall. Support escorted to timeout. Kicked support also. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_054,
"('2018-2019 ', '9/13/18 10:15 AM ', 'Unsafe behavior in gym with materials. Kicking and biting. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan, nan)",,MON1_RISI_01_table_Page_054,
"('2020-2021 ', '3/4/21 1:12 PM ', 'X X X X T.O Restraint - Supine and Escort threw pens', ' paper', ' and books', ' at staff and students. threw laptop on the ground multiple times & then jumped on it', ' breaking the laptop. hit staff and was then escorted to T.O. In T.O.', ' hit staff multiple times and was put into supine. She was let out of hold', ' but continued unsafe behavior. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_207,
"('2020-2021 ', '3/10/21 12:00 PM ', 'X did not want to do her math so she ran out of the classroom and went to a caling room. She was very unsafe and aggressive towards staff. She wrote all over the walls with permanent marker. She went back into the classroom where she yelled at screamed at anyone who tried to enter until dismissal. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan, nan, nan)",,MON1_RISI_01_table_Page_207,
"('2020-2021 ', '3/24/21 1:00 PM ', 'X Time out: Restraints: Small child', ' 3 person supine became upset in math', ' swore at other students and threw pens/papers then ran out of the room and became physically aggressive with staff. She was put into small child', ' support was called', ' she went to time out where she continued to be physically aggressive with staff and was put into supine until calm ', 'Intervention: Physical Intervention (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_207,
"('2020-2021 ', '3/24/21 1:00 PM ', 'X Time out: Restraints: Small child', ' 3 person supine became upset in math', ' swore at other students and threw pens/papers then ran out of the room and became physically aggressive with staff. She was put into small child', ' support was called', ' she went to time out where she continued to be physically aggressive with staff and was put into supine until calm ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_207,
"('2018-2019 ', '2/15/19 10:40 AM ', ""Student was upset he couldn't eat lunch in class. He eloped"", ' ran around building and hi. Support called. Unsafe behavior', ' aggressive toward staff. Student was escorted to time out. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '4/3/19 1:55 PM ', 'Upset that he had to sit minutes for ECT. Grabbed scissors and peeled stuff off desk. Being unsafe and using inappropriate language. Support called', ' walked to timeout. Left timeout and ran school until dismissal. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '4/12/19 9:34 AM ', 'X Upset made sexual comments to teacher. Left class', "" ran around hall. Support escort to timeout. He left time out ran around building. Threatened physical violence towards staff. Banging his head on window. spoke with him. Blocking Security office door staff couldn't get out. Back to calming room. "", 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '4/22/19 2:08 PM ', ""Didn't want to do work during ECT"", ' ripped up work and threw it at staff. Ran out of class', ' student ran outside to church parking lot. Support intervened. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '4/26/19 1:50 PM ', 'Upset he had ECT in classroom', ' threw muffin at staff and ran down the hall. Support intervened', ' walked to timeout. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '5/9/19 12:00 PM ', 'Running halls most of day. He said multiple times during the day that he was going to kill himself and hurt himself when he got home. Mental Health informed. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '5/13/19 10:15 AM ', 'X refused to return to class after counseling and a 5 minute break in the weight room. He began running and hiding. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '5/13/19 12:00 PM ', 'Refused to go into class', ' began running. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '5/16/19 12:00 PM ', ""X was upset a student was blocking the door and couldn't take a break. He ran out and became physically aggressive. "", 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '5/29/19 12:40 PM ', ""Upset he didn't earn the gym and ran from class and staff. Became physically aggressive. "", 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '12/3/18 12:30 PM ', 'X was in fish bowl', ' being unsafe. Climbing on railings. Yelling/screaming at staff was escorted to timeout. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '12/4/18 9:30 AM ', 'Evan ran out of OT. Running the halls. Support was called', ' tried getting physical. Escorted to timeout. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_019,
"('2018-2019 ', '1/14/19 2:23 ', 'Student was verbally and physically aggressive towards staff and PM students. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '1/15/19 10:28 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '1/16/19 10:15 ', 'Student was physically aggressive with staff after not being allowed AM outside. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"(nan, nan, 'Student was physically aggressive towards staff and displayed unsafe ', nan)",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '2/13/19 1:57 ', 'PM behavior by trying to run outside. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '4/11/19 10:26 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '4/23/19 1:00 ', 'PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '4/26/19 11:18 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '4/29/19 9:12 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '4/30/19 10:45 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/1/19 1:30 ', 'PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/2/19 10:21 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/2/19 1:22 ', 'PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/3/19 10:45 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/3/19 12:32 ', 'PM Student was eloping from staff and became physically aggressive. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/6/19 9:42 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/6/19 10:43 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/8/19 10:58 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/13/19 12:46 ', 'PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/13/19 2:04 ', 'PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/14/19 1:40 ', 'PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/16/19 9:30 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/16/19 10:54 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/16/19 11:14 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/16/19 11:50 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/17/19 12:33 ', 'PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/17/19 2:06 ', 'PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/17/19 2:30 ', 'PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/20/19 9:38 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2018-2019 ', '5/20/19 9:39 ', 'AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_103,
"('2020-2021 ', '12/3/20 8:30 AM ', 'X Morning meet/breakfast: eloped from the classroom started running through the halls until he was put into a calming room by support for being unsafe. he started banging his head. Put in hold until he was safe. nurse', ' adim', ' and support present. ', 'Intervention: Physical Intervention (minutes) ')",,MON1_RISI_01_table_Page_253,
"('2020-2021 ', '12/3/20 8:30 AM ', 'X Morning meet/breakfast: eloped from the classroom started running through the halls until he was put into a calming room by support for being unsafe. he started banging his head. Put in hold until he was safe. nurse', ' adim', ' and support present. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_253,
"('2020-2021 ', '2/24/21 12:30 PM ', 'X eloped from counseling. ran through halls upset. came back to room grabbed his things and left room. in Timeout he kicked staff and bang his head until he calmed himself down. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_253,
"('2020-2021 ', '3/2/21 12:20 PM ', ""X didn't want to go to gym. When finally made it inside he refused to participate and eloped from gym. When the class was having free time in gym he wanted to force his way in. when not let in he got physical with staff and was put in a small child hold then escorted to a calming space "", 'Intervention: Physical Intervention (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_253,
"('2020-2021 ', '3/17/21 8:45 AM ', 'X X X X did not want to go to S room for ELA. Became violent and threatening staff. Yellow call made. and came and escorted him to TO. continued to yell and hit staff. TO. ***Student went home because he had symptoms (runny nose', ' coughing', ' stuffy throat) ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_253,
"('2020-2021 ', '4/19/21 11:00 AM ', 'X eloped from classroom at freetime. Ran to front of building', ' climbing and hiding outside of building. became unsafe towards staff. Restraint in fishbowl. wondered through building until he was back to baseline. returned back to class. ', 'Intervention: Physical Intervention (minutes) ', nan)",,MON1_RISI_01_table_Page_253,
"('2020-2021 ', '11/12/20 12:40 PM ', ""Student became frustrated because he couldn't find his eraser. He began throwing items"", ' hitting/pushing furniture', ' putting hands on staff. He was escorted to take a break. In the hallway', ' he became verbally and physically aggressive with a classmate. Support escorted him into a time out room. He stayed there for ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_231,
"('2020-2021 ', '10/8/20 8:15 AM ', 'Time out Student eloped from classroom to the fish bowl.Student was hitting the rocking chairs aggressively. student was walked to TO after not following directions. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_231,
"('2020-2021 ', '10/9/20 8:42 AM ', 'X X T.O. 1 minute escort. was in the fishbowl trying to calm himself. He then started trying to break the rocking chair. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_231,
"('2020-2021 ', '11/12/20 10:00 AM ', 'T.O. was used at Escort was also used. Student was upset he was not the line leader. Student ran ahead of class and pushed student in the front of the line. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_231,
"('2020-2021 ', '11/13/20 8:45 AM ', 'T.O. was used from escort was also used for Ayden was teasing other students so he was asked to take a break outside of the room. He was kicking doors and ripping things off walls. he was then escorted to T.O. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_231,
"('2020-2021 ', '11/30/20 1:45 PM ', 'X Small child used for Student was antagonizing peers. Student threatened to harm peer. Student was asked to leave and became aggressive with staff student scratched staff. ', 'Intervention: Physical Intervention (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_231,
"('2020-2021 ', '3/16/21 2:10 PM ', 'Small child was used for Student was upset and did not want to put on harness. Student entered staff copy room and began kicking copiers. Student left and became physically aggressive with staff in hallway. ', 'Intervention: Physical Intervention (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_231,
"('2020-2021 ', '3/17/21 1:15 PM ', 'TO used from Student was upset because he couldnt have pictures off the printer till 1:30. He began throwing things. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_231,
"('2020-2021 ', 'X was not following staff direction', ' she was aggressive toward staff for over 15 minutes. Support was called and she was escorted to 1/13/21 1:45 PM T.O. She was in T.O. from ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_298,
"('2020-2021 ', 'X X refu8sed to do work with She ran out of the class and out of the building. Support was called. got her by the swimming pool and escorted inside to a T.O. room. She 1/14/21 9:30 AM was in T.O. from ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_298,
"('2020-2021 ', 'X X ran from ELA Centers when working with She ran outside toward the church. She was escorted to T.O. She was in T.O. 1/20/21 9:20 AM from ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_298,
"('2020-2021 ', 'X X Transition from speech ran from support called she was escorted to TO 3/1/21 1:10 PM TO ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_298,
"('2020-2021 ', 'X X Student walked into class and flopped on the floor', ' she did not like her breakfast so she left the classroom. went to the fishbowl and then walked out of the building. support came and escorted her to time out. TO 4/12/21 8:35 AM PI ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_298,
