,Table: Table_1,id
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_053
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_053
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_053
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Please Check to Confirm: Room was used for De-escalation', ' with the door closed. (Break Room Use for relaxation / with door open will be recorded separately', ' per student plans). ')",,SCH_SI_02_Page_020
"('11/7 ', nan, '11:21 ', '11:28 ', '7mins ', 'V closed ', nan, nan)",,SCH_SI_02_Page_020
"('11/7 ', nan, '11:28 ', '11:43 ', '15min ', 'open ', nan, nan)",,SCH_SI_02_Page_020
"('11/7 ', nan, '11:53 ', '12:00 ', '7min ', 'open ', nan, nan)",,SCH_SI_02_Page_020
"('11/8 ', nan, '11: 13 ', '11:16 ', '3min ', 'open ', nan, nan)",,SCH_SI_02_Page_020
"('11/8 ', nan, '11:22 ', '11:25 ', '3min ', 'V closed ', nan, nan)",,SCH_SI_02_Page_020
"('18 ,,11:25 ,11:35 ,10 min ,closed ,\n1/99 ', nan, '10:30 ', '10:45 ', '15 Omin ', 'closed ', nan, nan)",,SCH_SI_02_Page_020
"('1/19 ', nan, '10:45 ', '10:51 ', 'lemin ', 'I closed ', nan, nan)",,SCH_SI_02_Page_020
"('11/20 ', nan, '9:39 ', '9:47 ', '8 mins ', 'closed (hitting start) ', nan, nan)",,SCH_SI_02_Page_020
"('11/20 ', nan, '9:40 ', '9:58 ', '10min ', 'closed (aggressive) ', nan, nan)",,SCH_SI_02_Page_020
"('1/20 ,,9:59 ,10:05 ,lomins. ,closed ,\n11/7 ,,12:25 ,12:29 ,4mins. ,open ,\n11/12 ,,8:43 ,8:53 ,10mins ,closed ,\n11/12 ,,8:27 ,8:31 ,4min ,closed ,\n11/14 ,,9:01 ,9:09 ,8min ,closed ,\n/44 ', nan, '10:58 ', '11:06 ', '8mins ', 'Closed ', nan, nan)",,SCH_SI_02_Page_020
"('1/14 ', nan, '11:06 ', '11:10 ', '4min ', 'open ', nan, nan)",,SCH_SI_02_Page_020
"('11/14 ', nan, '11:10 ', '11:22 ', '12 mins ', 'closed ', nan, nan)",,SCH_SI_02_Page_020
"('1/14 ', nan, '11:22 ', '11:26 ', '4mins ', 'closed ', nan, nan)",,SCH_SI_02_Page_020
"('11/14 ', nan, '11:26 ', '11:31 ', '5min ', 'closed ', nan, nan)",,SCH_SI_02_Page_020
"('1/4 ', nan, '12:43 ', '12:46 ', '3min. S ', 'open ', nan, nan)",,SCH_SI_02_Page_020
"('11/18 ', nan, '8:56 ', '8:59 ', '3 mins ', 'open ', nan, nan)",,SCH_SI_02_Page_020
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Purpose De-escalation = 1 (needs adult Interaction) Relaxation = 0 (no adult interaction needed) ')",,SCH_SI_02_Page_052
"('1/22 ', nan, '10:05 ', '10.15 ', '10 ', '/ ')",,SCH_SI_02_Page_052
"('1122 ', nan, '11:15 ', '11.22 ', '17 ', 'I ')",,SCH_SI_02_Page_052
"('1122 ', nan, 'lils ', 'lias ', '10 ', '\\ ')",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_052
"('Date: ', 'Student ', 'Time In ', 'Time Out ', 'Total Time ', 'Purpose De-escalation=1 (needs adult interaction) Relaxation= 0 (no adult interaction needed) ')",,SCH_SI_01_Page_002
"('s) ', nan, '1114 ', '1127 ', 'B ', '1 0 ')",,SCH_SI_01_Page_002
"('5/2 ', nan, '52 ', '203 ', '11 ', '1 0 ')",,SCH_SI_01_Page_002
"('517 ', nan, 'III ', '126 ', '15 ', '1 ) 0 ')",,SCH_SI_01_Page_002
"('5/13. ', nan, '1100 ', '11:17 ', '/7 ', '1 0 ')",,SCH_SI_01_Page_002
"('5/16 ', nan, '1250 ', '101 ', '11 ', '1 0 ')",,SCH_SI_01_Page_002
"(nan, nan, nan, nan, nan, '1 0 ')",,SCH_SI_01_Page_002
"(nan, nan, nan, nan, nan, '1 0 ')",,SCH_SI_01_Page_002
"(nan, nan, nan, nan, nan, '1 0 ')",,SCH_SI_01_Page_002
"('Date ', 'Student ', 'Staff ', 'Time In ', 'Time out ', 'Total time ', 'Door open/closed ')",,SCH_SI_02_Page_133
"('3/1/21 ', nan, nan, '806 ', '8:25 ', '19mirs ', 'closed ')",,SCH_SI_02_Page_133
"('3/1/21 ', nan, nan, '8:34 ', '8.41 ', 'IMINS ', 'closed ')",,SCH_SI_02_Page_133
"('0/1/21 ', nan, nan, '8:45 ', '10.00 ', '1hour 15mmus ', 'openand ')",,SCH_SI_02_Page_133
"('6/4/4 ', nan, nan, '8117 ', '8:25 ', 'gmin ', 'closed ')",,SCH_SI_02_Page_133
"('3/10/21 ', nan, nan, '9:39 ', '9:46 ', '7min ', 'closer ')",,SCH_SI_02_Page_133
"('3/10/20 ', nan, nan, '1042 ', '10152 ', 'Dorm ', 'closed ')",,SCH_SI_02_Page_133
"('3/10/21 ', nan, nan, '11:05 ', nan, '6min ', 'closed ')",,SCH_SI_02_Page_133
"('3/10/21 ', nan, nan, '11:30 ', '11:42 ', 'Bw ', 'nised ')",,SCH_SI_02_Page_133
"('3/11/21 ', nan, nan, '8.52 ', '9:00 ', '8 min ', 'clovel. ')",,SCH_SI_02_Page_133
"('3/11/11 ', nan, nan, '9:08 ', 'academics ', '37min ', 'closed ')",,SCH_SI_02_Page_133
"('3/12/20 ', nan, nan, '91-30 ', '1015 ', '35mg ', 'closed ')",,SCH_SI_02_Page_133
"('3-16 ', nan, nan, '10am ', '10:30 ', '10:35 ', 'Closed ')",,SCH_SI_02_Page_133
"(nan, nan, nan, '10:50 ', '11140 ', '50mm ', 'dead ')",,SCH_SI_02_Page_133
"('3/19 ', nan, nan, '9:40 ', '9650 ', '10mins ', 'closed ')",,SCH_SI_02_Page_133
"('3/19 ', nan, nan, '10:09 ', '11:10 ', 'itmus ', 'closed ')",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"(nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_133
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Purpose De-escalation = 1 (needs adult Interaction) Relaxation =0 (no adult Interaction needed) ')",,SCH_SI_01_Page_111
"('6/25 ', nan, '7:40 ', '7:55 ', '15 ', '1 ')",,SCH_SI_01_Page_111
"('e/25 ', nan, '7:55 ', '8:00 ', '5 ', '1 ')",,SCH_SI_01_Page_111
"('e/25 ', nan, '8:10 ', '8:25 ', '15 ', ') ')",,SCH_SI_01_Page_111
"('2/25 ', nan, '8:25 ', '8:35 ', '10 ', '1 ')",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"(nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_111
"('Date ', 'Student Name ', 'Time entered room ', 'Time exited room ', 'Total length of time* ', 'Supervised ', 'by: ', '(T)eacher (S)tudent directed ', 'Complia nce with BIP ', 'Imminent risk of harm to (S)elf (0) thers ', 'Antecedent (S) elf-regulation (A) cademic frustration (P) eer Issues (G) juided break ')",,SCH_SI_02_Page_090
"('2110 ', nan, '1045 ', '1100 ', '15 ', nan, nan, 'T ', 'X ', 'S ', 'S ')",,SCH_SI_02_Page_090
"('2/10 ', nan, '1280 ', '1555 ', '15 ', nan, nan, 'T ', 'X ', 'S ', 'S ')",,SCH_SI_02_Page_090
"('7/10 ', nan, '1255 ', '110 ', '15 ', '01 ', nan, 'T ', 'X ', 'S ', 'S ')",,SCH_SI_02_Page_090
"('10 ', nan, '110 ', '125 ', '15 ', 'in ', nan, 'T ', 'X ', 'S ', 'S ')",,SCH_SI_02_Page_090
"('240 ', nan, 'i25 ', '140 ', '15 ', nan, nan, 'T ', 'X ', 'S ', 'S ')",,SCH_SI_02_Page_090
"('2111 ', nan, '940 ', '946 ', '6 ', nan, nan, 'T ', 'X ', '0 ', 'S ')",,SCH_SI_02_Page_090
"('2111 ', nan, '1115 ', '1130 ', '15 ', nan, '? ', 'I ', 'X V ', '8 ', 'S ')",,SCH_SI_02_Page_090
"('2/11 ', nan, '1150 ', '1131 ', '1 ', nan, '8 ', 'I ', 'X V ', 'O ', '5 ')",,SCH_SI_02_Page_090
"('2112 ', nan, '755 ', '800 ', '5 ', nan, nan, 'T ', 'X V ', '0 ', 'S ')",,SCH_SI_02_Page_090
"('2/12 ', nan, '1100 ', '1125 ', '5 ', nan, '? ', 'T ', 'X V ', '0 ', 'S ')",,SCH_SI_02_Page_090
"('2°F 212 ', nan, '1115 ', '1123 ', '8 ', 'NEVER ', 'mg ', '18 ', 'X V ', '0 ', 'S ')",,SCH_SI_02_Page_090
"('2113 ', nan, '105 ', '1030 ', '15 ', nan, nan, 'T ', 'X V ', '0 ', 'S ')",,SCH_SI_02_Page_090
"('113 ', nan, '1030 ', '1040 ', 'TO ', nan, nan, 'I ', 'X V I ', '0 ', 'S ')",,SCH_SI_02_Page_090
"('2713 ', nan, '1:20 ', '1:22 ', '2 ', 'aruan ', 'he ', 'T ', 'X ', '0 ', 'S ')",,SCH_SI_02_Page_090
"(nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_090
"('2 113 ', nan, '1:45 ', '2:00 ', 'IS ', nan, nan, 'T ', 'X ', '0 ', 'S ')",,SCH_SI_02_Page_090
"('2/24 ', nan, '8:58 ', '9.10 ', '12 ', '1. ', nan, 'lds T ', 'X ', 'S ', 'S ')",,SCH_SI_02_Page_090
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Please Check to Confirm: Room was used for De-escalation', ' with the door closed. (Break Room Use for relaxation / with door apen will be recorded separately', ' per student plans). ')",,SCH_SI_02_Page_022
"('11/22 ', nan, 'io 49 ', '1052 Am ', '3 mine ', nan, nan, nan)",,SCH_SI_02_Page_022
"('11/22 ', nan, '1052 Am ', '11 Am ', '8mins ', 'open closed ', nan, nan)",,SCH_SI_02_Page_022
"('11 / 22 ', nan, '11Am ', '11 07 Am ', '7 mins ', 'closed ', nan, nan)",,SCH_SI_02_Page_022
"('11/22 ', nan, '1107 AM ', '11"" Am ', '10 mins ', 'closed ', nan, nan)",,SCH_SI_02_Page_022
"('11/22 ', nan, '1126 Am ', '1131 Am ', '5 mins ', 'open ', nan, nan)",,SCH_SI_02_Page_022
"('11/25 ', nan, '8:31 Am ', '8:35 Am ', '4 mins ', 'Closed aggressive ', nan, nan)",,SCH_SI_02_Page_022
"('11/25 ', nan, '1030 Am ', 'io³3 AM ', '3 mins ', 'open ', nan, nan)",,SCH_SI_02_Page_022
"('11/25 ', nan, '1033 Am ', '1036 AM ', '3 mins ', 'Closed ', nan, nan)",,SCH_SI_02_Page_022
"('11/25 ', nan, '038 Am ', '1039 ', '3 min ', 'closed ', nan, nan)",,SCH_SI_02_Page_022
"('11/25 ', nan, '11041 ', '1043 ', '2 min ', 'went in w/ closed in heagressed ', nan, nan)",,SCH_SI_02_Page_022
"('11/26 ', nan, '1847 AM ', '850 AM ', '3 mins ', 'Door open - break ', nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_02_Page_022
"('Date ', 'Staff ', 'Time IN ', 'Time OUT ', 'Total Time ', 'Please Check to Confirm: Room was used for De-escalation', ' with the door closed. (Break Room Use for relaxation/with door open will be recorded separately', ' per student plans). ')",,SCH_SI_01_Page_072
"('5-14-19 ', nan, '11:32 ', '11:39 ', '7mit ', nan, nan, nan)",,SCH_SI_01_Page_072
"('5-28-19 ', nan, '1:20 ', '1:45 ', '25 mid ', 'student expressed 1 ', nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, 'fell ', nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
"(nan, nan, nan, nan, nan, nan, nan, nan)",,SCH_SI_01_Page_072
